ticker,n_predictions,n_folds,up_fnn_rmse,up_fnn_mae,up_naive_rmse,up_naive_mae,up_improve_pct,dn_fnn_rmse,dn_fnn_mae,dn_naive_rmse,dn_naive_mae,dn_improve_pct,avg_improve_pct
GOOGL,1541,26,0.03472971621727216,0.024404197058155788,0.03760293174460275,0.027703262229627934,7.640934879347505,0.03272040040142175,0.02452085757205628,0.031823467138156675,0.022768911119281796,-2.8184649377491544,2.411234970799175
LMT,1541,26,0.029344986770609097,0.01880885270568763,0.03109399353574899,0.020375571923339653,5.62490232439602,0.028463246100982303,0.019200559968061227,0.028208792519917376,0.018085614035514033,-0.9020364160758243,2.361432954160098
IBM,1541,26,0.030256643105397794,0.020117316183320542,0.03184506228887285,0.02232485913806482,4.987960673671132,0.031496787302420816,0.02121733398742819,0.031381235261210914,0.020437004760302205,-0.3682201807802432,2.3098702464454446
GOOG,1541,26,0.03483600840866428,0.024439735456020725,0.037527000546902764,0.027648359357081837,7.170815943243792,0.032670009685211096,0.02445712240334732,0.03178626032081811,0.022715299614638994,-2.7802873174551435,2.195264312894324
ACN,1541,26,0.02995924031331405,0.020664495859513132,0.03159825095897466,0.023031284821896925,5.187029648535313,0.03275922706550488,0.02321856264450016,0.0324592455671512,0.021889522428853427,-0.9241788991462663,2.1314253746945235
CSCO,1541,26,0.027983635439568073,0.01916599456807453,0.029235992196338396,0.021278200973341207,4.2836129807394485,0.029560477256444968,0.020271567443933144,0.029310809272371785,0.019175027767183408,-0.8517949189090324,1.715909030915208
TMUS,1541,26,0.030087828503961588,0.020195584901768576,0.03237946434846569,0.022454055992397564,7.077435932360299,0.02710726353618248,0.01972567152699328,0.026107150901130527,0.01845063260854402,-3.830799610572,1.6233181608941494
V,1541,26,0.02719163689610367,0.017506808315954317,0.028542452037312142,0.020074462291566023,4.732652749814981,0.028634335997888984,0.019996952449175806,0.02814331168620821,0.018564530915797867,-1.7447282578382683,1.4939622459883561
MSFT,1541,26,0.029758989108987863,0.020836389195166886,0.03186909551347366,0.02364719822863515,6.621168158329693,0.02940295405137297,0.021539605687714167,0.02827991867125921,0.019841264040808534,-3.9711407701292334,1.32501369410023
MDT,1541,26,0.028232077568593316,0.019205561749604028,0.029262453478130664,0.02012013141356714,3.5211535160829976,0.028096992568444668,0.019324441825579762,0.027847409112014165,0.01898015315912177,-0.8962537786785463,1.3124498687022257
UPS,1541,26,0.03500257709987098,0.02246388700500885,0.03556454630211514,0.02365103267826128,1.5801388199088051,0.03484039373778441,0.023330280845477468,0.03505431460763187,0.023084720930717974,0.6102554628208079,1.0951971413648065
BMY,1541,26,0.031130384120015384,0.02124462765854302,0.030599285414162906,0.021774162078456307,-1.7356572176899787,0.02716070329945907,0.019947076464484455,0.02806113478028632,0.020204852379178878,3.2088206263840235,0.7365817043470224
PM,1541,26,0.029108536218121737,0.019509946300308792,0.030051309030395146,0.021664635150707334,3.1372104666716805,0.028852838423163035,0.019355441154759033,0.02830691361948781,0.01848370191864052,-1.9285917603513836,0.6043093531601484
T,1541,26,0.028423905056974518,0.018697537375883862,0.028759280795692926,0.020214142823327168,1.1661478640614509,0.02899777274978216,0.019691607951171815,0.028700311448442244,0.01878528423115217,-1.0364392800206401,0.06485429202040538
MRK,1541,26,0.030394979129595687,0.020447781190955337,0.02960971239465581,0.020891066847825015,-2.65205796150052,0.027192340939603463,0.019273546220278773,0.02765485841363162,0.01949028490855336,1.6724637208779591,-0.48979712031128053
LIN,1541,26,0.026149069941224554,0.017606302416201213,0.028058405185820375,0.019360215014540588,6.804860190559669,0.026821925386126252,0.019008526554453134,0.024271287955048307,0.016671549575343395,-10.508867250068722,-1.8520035297545263
WMT,1541,26,0.027537273451332767,0.017528127184793206,0.02699928952761889,0.01865884004303812,-1.9925854832718803,0.022986414899117638,0.01578890599642234,0.0215316669897912,0.014527214503272885,-6.756318078001944,-4.374451780636912
COST,1541,26,0.027722720729529304,0.018433221116996138,0.026774199997842942,0.020133597269528045,-3.5426669396761756,0.023807259753706997,0.016850330786616883,0.02241517121896246,0.015774618019545442,-6.21047468763869,-4.876570813657432
PG,1541,26,0.023906414254471948,0.015032710720962227,0.022326756458619753,0.01614460441025728,-7.0751781557698346,0.022463909993795515,0.015223250483083182,0.021526659141887936,0.01440008983320341,-4.353907616272035,-5.714542886020935
JNJ,1541,26,0.02482367427303804,0.016317940389747456,0.023051278471999004,0.016537366194537495,-7.68892624845956,0.022023547340571395,0.015528591481572143,0.021098358149675867,0.014268180911729563,-4.385124114075878,-6.037025181267719
KO,1541,26,0.024453011362119918,0.015192057153001011,0.02320474039362029,0.016119474848742318,-5.379379158418929,0.023931488621348872,0.015293306366211382,0.022406528122745493,0.014128577425537525,-6.805875904778613,-6.092627531598771
PEP,1541,26,0.025740408161472453,0.01608446033245156,0.023805748172815378,0.01630497669749251,-8.126860683447589,0.02308054881969011,0.015507847577235003,0.022167811869350625,0.0148310665383897,-4.117397584023363,-6.122129133735476
MCD,1541,26,0.024618115780959057,0.01545198482485521,0.023830343027458765,0.016610524972577114,-3.3057549888919846,0.027491057320147037,0.017530494561491246,0.024613780340445007,0.015040087407525882,-11.689699590656243,-7.497727289774113
VZ,1541,26,0.027663162741639682,0.01774793697231953,0.024977360260709198,0.01703805749032893,-10.752947681006164,0.024013437528488224,0.017518421908315065,0.02264290570582924,0.015970977932354243,-6.052808948041299,-8.402878314523733
BRK-B,1541,26,0.025783328085534556,0.016494601452000268,0.023179849693774613,0.016911801680722156,-11.231644838746124,0.02372910438719705,0.016464864612013203,0.02082384252297519,0.01404545052225124,-13.951612729574038,-12.591628784160081
