ticker,n_predictions,n_folds,mean_y_up_true,mean_y_up_pred,up_xgb_rmse,up_xgb_mae,up_naive_rmse,up_naive_mae,up_improve_pct,mean_y_dn_true,mean_y_dn_pred,dn_xgb_rmse,dn_xgb_mae,dn_naive_rmse,dn_naive_mae,dn_improve_pct,avg_improve_pct
T,1662,28,0.01615466056425343,0.018858149647712708,0.025720642195609125,0.018888439034125883,0.02912199498897548,0.020449196617391256,11.679669592189622,-0.013642331286822374,-0.01971880905330181,0.030002612672340865,0.021296454470820556,0.029059802869833565,0.019067198288084952,-3.244377832603984,4.217645879792819
CVS,1662,28,0.019917370532935345,0.019959401339292526,0.032737236507396454,0.023445921546157603,0.03714305187229901,0.02572941937491605,11.861748410039441,-0.016883631843827605,-0.022232133895158768,0.03607975205792648,0.025754352754678578,0.03486686011562734,0.02377004186808603,-3.478638277943258,4.191555066048092
NVDA,1662,28,0.04105762535605508,0.04171215742826462,0.059601307196297956,0.04517870114924319,0.06514217679699348,0.04874761943409603,8.505809712136081,-0.024676522908664265,-0.03304460644721985,0.05304385088585802,0.04015673548740761,0.052947267866482135,0.038513781745345685,-0.18241360369990467,4.161698054218088
TSLA,1662,28,0.049285204759346446,0.05100113898515701,0.0845234528691595,0.06002351147726299,0.09015141537500321,0.060184882234301774,6.242788848553349,-0.03291817741437952,-0.03992946818470955,0.06682736227718274,0.05036766986078265,0.06814599294435414,0.05006952138939666,1.9350083698217668,4.088898609187558
GOOG,1662,28,0.022946851658550642,0.021437741816043854,0.03274636297186486,0.02429945344787885,0.03779922208618656,0.02793396211716085,13.36762725645676,-0.016143821556544813,-0.022238915786147118,0.034668008520550096,0.026104051722128124,0.03295121038316722,0.023696985385578153,-5.210121623513664,4.078752816471548
BKNG,1662,28,0.024078863081205083,0.021731339395046234,0.03657592590555579,0.026310324916166635,0.04255693261477521,0.030399450955800197,14.054130177471691,-0.019007745648172952,-0.026361720636487007,0.04171314172343807,0.030461525026122396,0.03933946795005717,0.026969317350377022,-6.0338227664755495,4.010153705498071
GOOGL,1662,28,0.023054934181950575,0.02184787206351757,0.03280482474630445,0.024373447406840148,0.03790081222614397,0.027999193346109126,13.44558910619944,-0.016230174911426542,-0.022434301674365997,0.03487180179729458,0.026272664739224603,0.03304297110913733,0.02378526816708405,-5.534704134555035,3.9554424858222026
BA,1662,28,0.02680747652498047,0.023624639958143234,0.05846736400543619,0.03338296547415392,0.062188128623325525,0.035330807732862506,5.983078603998626,-0.02601334176369612,-0.029297614470124245,0.05428136996415635,0.03609422211508152,0.05532879950146745,0.03531748584676333,1.8931000613583215,3.938089332678474
NEE,1662,28,0.018908132602608745,0.018003659322857857,0.029156910499067126,0.02068048410045611,0.03299707624953365,0.023811553224911516,11.637897010711063,-0.01514944072974523,-0.01936284638941288,0.034398748532883515,0.024129519765754864,0.033073102345937064,0.021530829191064742,-4.008230534530743,3.8148332380901597
UNH,1662,28,0.019652802866885553,0.020892184227705002,0.03565707354876472,0.023843152269160332,0.038296272404979785,0.025550624602609134,6.891529359060766,-0.017510315062260404,-0.020267250016331673,0.040432792732887655,0.02623897500241677,0.04064732241175615,0.024390611717923432,0.5277830522151361,3.709656205637951
IBM,1662,28,0.01754707313175569,0.01717774197459221,0.02831692943497023,0.01986936410432872,0.031938721671599835,0.022400659487092918,11.339815894541982,-0.01445958484301755,-0.018384525552392006,0.032436646958261386,0.022355658217520717,0.031183054612454533,0.020506924532160534,-4.02010759172442,3.659854151408781
AAPL,1662,28,0.022616329385038464,0.021446138620376587,0.03130139002847167,0.023543905686099913,0.036494958148509664,0.027204867918813873,14.230919511960272,-0.01498242074571275,-0.020614027976989746,0.0354060920511226,0.02591255578071588,0.03303478001337476,0.02270606034581319,-7.178228632937067,3.5263454395116023
BLK,1662,28,0.02028998567112889,0.017859499901533127,0.03233596541153809,0.02236833481909282,0.03625466860054685,0.025099993965223406,10.808823636439623,-0.015715660226525492,-0.02191983163356781,0.03413911258178229,0.024700040139831413,0.03282690074987319,0.02257923035278631,-3.99736740884431,3.4057281137976565
