ticker,n_predictions,n_folds,up_cvae_rmse,up_cvae_mae,up_naive_rmse,up_naive_mae,up_improve_pct,dn_cvae_rmse,dn_cvae_mae,dn_naive_rmse,dn_naive_mae,dn_improve_pct,avg_improve_pct,mean_up_std,mean_dn_std
MDT,1668,29,0.02560489367283725,0.01869598589837551,0.028943309467406836,0.020053994804761572,11.53432643329536,0.025645438878760703,0.018523596227169037,0.028051221225028438,0.019307032867229013,8.576390763768948,10.055358598532155,0.01844174973666668,0.01684313826262951
BA,1668,29,0.055217092375143224,0.031135663390159607,0.06209609986979065,0.035286429111735525,11.078002497857387,0.05060632775261154,0.03168661519885063,0.05540161344927449,0.0354273445695708,8.655498275431084,9.866750386644235,0.021620118990540504,0.02102069742977619
RCL,1668,29,0.07319629821068835,0.04337543994188309,0.0826230963134145,0.049417037596889694,11.409398247394941,0.06053887591282171,0.03897690773010254,0.0660191033067898,0.04236828139272534,8.30097217240523,9.855185209900085,0.030020130798220634,0.0306888185441494
TJX,1668,29,0.02974903249500972,0.02090776339173317,0.03476198808675532,0.02363461867169275,14.42079658745291,0.029897841129193876,0.020118672400712967,0.031528809651547404,0.02005176766090108,5.172946712479143,9.796871649966027,0.019606025889515877,0.018705695867538452
BMY,1668,29,0.026687121509287426,0.019919253885746002,0.030209425372354902,0.02159498829725888,11.659618876070343,0.025591959863338905,0.019365843385457993,0.027796938173438635,0.01997532511588832,7.9324503164405975,9.79603459625547,0.018932847306132317,0.0173609871417284
LIN,1668,29,0.024458926226080646,0.018219662830233574,0.02857797386127109,0.01993884654171339,14.413364835400666,0.02408504393567567,0.01787147857248783,0.025220174237642425,0.017331708389645328,4.500882076669055,9.45712345603486,0.019303692504763603,0.018625186756253242
MRK,1668,29,0.025917813455853776,0.019089460372924805,0.029565483424408515,0.020950383026859785,12.337596230688774,0.02559937008937764,0.019157765433192253,0.027221881347783177,0.019204137345131038,5.960320073680969,9.148958152184871,0.018587935715913773,0.017261583358049393
PG,1668,29,0.0196632010932773,0.014617974869906902,0.022568378236058482,0.01637631904602002,12.87277762005713,0.021193411617937103,0.015384451486170292,0.022397294933870954,0.015064284233498,5.375128199581125,9.123952909819128,0.016912203282117844,0.01545752864331007
T,1668,29,0.02598503456852787,0.019513530656695366,0.029095240804150168,0.02044034475854004,10.689742204088082,0.02702928775420863,0.019056061282753944,0.02904303172312596,0.019061764159112597,6.933656197172611,8.811699200630347,0.01926354505121708,0.018450316041707993
PEP,1668,29,0.02098056793042961,0.01569635421037674,0.02379109150175613,0.01650861500321152,11.813344381946756,0.02107788389929106,0.014788844622671604,0.02230246133032503,0.014984602971008112,5.490772578400982,8.652058480173869,0.01711847074329853,0.01544947549700737
BRK-B,1668,29,0.020411584943294897,0.015541143715381622,0.02332205574650523,0.017142288305852727,12.479477945019756,0.021206325150051195,0.01566106267273426,0.02174928067582028,0.014638120490279944,2.496429807780798,7.487953876400277,0.0172023493796587,0.016240423545241356
KO,1668,29,0.020761180677376437,0.015298417769372463,0.023198144146360573,0.016273728087370307,10.504993216737379,0.021994270846212832,0.015176004730165005,0.02251070250870532,0.01432013458471686,2.2941605766980233,6.399576896717701,0.017067477107048035,0.01556556299328804
VZ,1668,29,0.02410769882172874,0.01848655566573143,0.02485298944872812,0.017121709086312477,2.998796698227868,0.022305766320068292,0.016860000789165497,0.024040821628566425,0.01659292337231552,7.217121508178648,5.1079591032032585,0.018868137151002884,0.01760866492986679
JNJ,1668,29,0.02085750327660145,0.016222147271037102,0.02289334702357841,0.016443097972646804,8.892730909465518,0.020730850064237336,0.015304031781852245,0.02094330911158499,0.014352516364598908,1.0144483195835163,4.9535896145245175,0.01774611510336399,0.01613469421863556
MCD,1668,29,0.022312816167509412,0.016646938398480415,0.02404209837585351,0.016827431675597526,7.192725781710008,0.023965565292467694,0.0158707182854414,0.024389340284616996,0.01514295590766896,1.7375418408368648,4.465133811273437,0.01839612051844597,0.01715979166328907
